  price_in_rp  ;bedrooms;bathrooms;land_size_m2;building_size_m2;floors;garages
  1010000000.0  ;3.0;2.0;125.0;65.0;2.0;0.0
  690000000.0  ;2.0;1.0;96.0;48.0;1.0;0.0
  988000000.0  ;3.0;2.0;72.0;60.0;2.0;1.0
  465000000.0  ;2.0;1.0;60.0;55.0;1.0;1.0
  480000000.0  ;2.0;2.0;60.0;55.0;2.0;1.0
  625000000.0  ;2.0;1.0;72.0;48.0;1.0;0.0
  3000000000.0  ;4.0;4.0;210.0;310.0;2.0;0.0
  1180000000.0  ;3.0;2.0;84.0;77.0;2.0;0.0
  1080000000.0  ;2.0;2.0;105.0;90.0;2.0;1.0
  1050000000.0  ;2.0;1.0;90.0;70.0;1.0;1.0
  1080000000.0  ;2.0;2.0;105.0;90.0;2.0;0.0
  1150000000.0  ;2.0;1.0;90.0;70.0;1.0;0.0
  1080000000.0  ;2.0;2.0;105.0;90.0;2.0;1.0
  1080000000.0  ;2.0;2.0;105.0;90.0;2.0;1.0
  1150000000.0  ;2.0;1.0;90.0;70.0;1.0;0.0
  1150000000.0  ;2.0;1.0;90.0;70.0;1.0;0.0
  1150000000.0  ;2.0;1.0;90.0;70.0;1.0;0.0
  1210000000.0  ;3.0;3.0;84.0;77.0;1.0;0.0
  1180000000.0  ;3.0;3.0;84.0;77.0;2.0;0.0
  1150000000.0  ;2.0;1.0;90.0;70.0;1.0;0.0
  1180000000.0  ;3.0;3.0;84.0;77.0;2.0;0.0
  968000000.0  ;2.0;1.0;89.0;52.0;1.0;0.0
  1650000000.0  ;4.0;3.0;165.0;180.0;2.0;2.0
  1180000000.0  ;3.0;3.0;84.0;77.0;2.0;0.0
  720000000.0  ;2.0;1.0;80.0;55.0;1.0;0.0
  1300000000.0  ;4.0;3.0;84.0;105.0;2.0;1.0
  1190000000.0  ;3.0;2.0;101.0;84.0;2.0;0.0
  1180000000.0  ;3.0;2.0;84.0;77.0;2.0;1.0
  1300000000.0  ;3.0;3.0;87.0;77.0;2.0;0.0
  600000000.0  ;2.0;1.0;80.0;55.0;1.0;1.0
  500000000.0  ;2.0;1.0;70.0;45.0;1.0;0.0
  1100000000.0  ;3.0;3.0;82.0;72.0;2.0;0.0
  1280000000.0  ;3.0;3.0;92.0;130.0;2.0;1.0
  3700000000.0  ;3.0;4.0;216.0;300.0;3.0;2.0
  476000000.0  ;2.0;1.0;52.0;36.0;1.0;0.0
  968000000.0  ;3.0;3.0;70.0;120.0;2.0;2.0
  884000000.0  ;3.0;2.0;70.0;65.0;1.0;1.0
  1180000000.0  ;4.0;3.0;95.0;140.0;2.0;2.0
  4040000000.0  ;5.0;4.0;183.0;136.0;2.0;0.0
  1100000000.0  ;3.0;3.0;180.0;172.0;1.0;1.0
  2250000000.0  ;3.0;2.0;175.0;250.0;2.0;1.0
  1800000000.0  ;3.0;2.0;115.0;113.0;1.0;1.0
  800000000.0  ;2.0;1.0;97.0;76.0;1.0;0.0
  920000000.0  ;3.0;2.0;70.0;85.0;2.0;0.0
  1970000000.0  ;4.0;4.0;91.0;165.0;3.0;0.0
  1990000000.0  ;3.0;3.0;178.0;110.0;1.0;0.0
  3950000000.0  ;4.0;2.0;760.0;350.0;1.0;0.0
  1250000000.0  ;4.0;3.0;154.0;150.0;1.0;0.0
  5300000000.0  ;6.0;4.0;707.0;338.0;2.0;1.0
  1110000000.0  ;3.0;3.0;75.0;80.0;2.0;0.0
  1870000000.0  ;3.0;4.0;91.0;165.0;3.0;0.0
  1590000000.0  ;3.0;3.0;118.0;156.0;2.0;0.0
  1620000000.0  ;3.0;3.0;118.0;156.0;2.0;0.0
  500000000.0  ;2.0;1.0;64.0;47.0;1.0;0.0
  750000000.0  ;2.0;1.0;78.0;54.0;1.0;0.0
  600000000.0  ;2.0;2.0;65.0;53.0;2.0;0.0
  799000000.0  ;2.0;1.0;97.0;70.0;1.0;1.0
  799000000.0  ;2.0;1.0;97.0;70.0;1.0;1.0
  799000000.0  ;2.0;1.0;97.0;70.0;1.0;1.0
  959000000.0  ;3.0;2.0;96.0;80.0;2.0;0.0
  774000000.0  ;3.0;2.0;70.0;70.0;2.0;0.0
  995000000.0  ;3.0;2.0;80.0;90.0;2.0;1.0
  1400000000.0  ;2.0;2.0;112.0;71.0;2.0;0.0
  1050000000.0  ;3.0;2.0;72.0;90.0;2.0;2.0
  975000000.0  ;3.0;2.0;100.0;70.0;2.0;0.0
  620000000.0  ;2.0;1.0;72.0;50.0;1.0;1.0
  959000000.0  ;3.0;2.0;72.0;80.0;2.0;0.0
  875000000.0  ;3.0;2.0;100.0;66.0;1.0;0.0
  600000000.0  ;2.0;1.0;72.0;50.0;1.0;1.0
  807000000.0  ;3.0;2.0;42.0;63.0;2.0;1.0
  580000000.0  ;3.0;1.0;60.0;50.0;1.0;1.0
  679000000.0  ;2.0;1.0;63.0;45.0;1.0;1.0
  900000000.0  ;3.0;2.0;72.0;80.0;2.0;0.0
  849000000.0  ;3.0;2.0;70.0;90.0;2.0;2.0
  880000000.0  ;3.0;2.0;75.0;66.0;2.0;0.0
  695000000.0  ;2.0;2.0;65.0;58.0;2.0;0.0
  465000000.0  ;2.0;1.0;60.0;36.0;1.0;0.0
  857000000.0  ;2.0;2.0;42.0;62.0;2.0;1.0
  650000000.0  ;2.0;1.0;72.0;45.0;1.0;1.0
  145000000.0  ;4.0;3.0;175.0;140.0;1.0;0.0
  675000000.0  ;3.0;3.0;99.0;71.0;1.0;0.0
  350000000.0  ;2.0;1.0;66.0;57.0;1.0;1.0
  350000000.0  ;2.0;1.0;66.0;57.0;1.0;1.0
  2790000000.0  ;5.0;4.0;250.0;252.0;2.0;1.0
  2790000000.0  ;5.0;4.0;250.0;252.0;2.0;1.0
  2790000000.0  ;5.0;4.0;250.0;252.0;2.0;1.0
  750000000.0  ;2.0;1.0;78.0;54.0;1.0;0.0
  400000000.0  ;2.0;1.0;70.0;42.0;1.0;2.0
  1350000000.0  ;4.0;3.0;175.0;133.0;1.0;1.0
  1350000000.0  ;4.0;3.0;175.0;133.0;1.0;1.0
  750000000.0  ;2.0;1.0;78.0;54.0;1.0;0.0
  550000000.0  ;2.0;1.0;60.0;40.0;2.0;0.0
  700000000.0  ;3.0;2.0;78.0;54.0;1.0;2.0
  682000000.0  ;2.0;1.0;63.0;45.0;1.0;0.0
  2300000000.0  ;3.0;3.0;200.0;300.0;2.0;0.0
  1200000000.0  ;3.0;2.0;165.0;90.0;1.0;1.0
  4300000000.0  ;4.0;3.0;382.0;350.0;2.0;0.0
  4500000000.0  ;4.0;4.0;612.0;376.0;2.0;0.0
  1250000000.0  ;3.0;2.0;112.0;65.0;1.0;1.0
  2300000000.0  ;3.0;2.0;160.0;127.0;2.0;0.0
  2200000000.0  ;3.0;2.0;160.0;127.0;1.0;0.0
  410000000.0  ;2.0;1.0;60.0;36.0;1.0;0.0
  1960000000.0  ;4.0;3.0;105.0;101.0;3.0;0.0
  875000000.0  ;2.0;2.0;66.0;42.0;1.0;0.0
  695000000.0  ;2.0;2.0;60.0;58.0;1.0;0.0
  1800000000.0  ;4.0;3.0;140.0;170.0;2.0;0.0
  1050000000.0  ;3.0;2.0;72.0;90.0;2.0;2.0
  1050000000.0  ;3.0;2.0;72.0;90.0;2.0;2.0
  1050000000.0  ;3.0;2.0;72.0;90.0;2.0;2.0
  1050000000.0  ;3.0;2.0;72.0;90.0;2.0;2.0
  1050000000.0  ;3.0;2.0;72.0;90.0;2.0;2.0
  1250000000.0  ;3.0;2.0;105.0;100.0;2.0;0.0
  1690000000.0  ;5.0;5.0;182.0;300.0;2.0;0.0
  1620000000.0  ;3.0;3.0;92.0;170.0;2.0;1.0
  735000000.0  ;2.0;1.0;84.0;47.0;1.0;0.0
  1620000000.0  ;3.0;3.0;92.0;160.0;2.0;0.0
  2100000000.0  ;4.0;2.0;120.0;200.0;3.0;0.0
  799000000.0  ;2.0;1.0;92.0;48.0;1.0;0.0
  3400000000.0  ;4.0;2.0;160.0;285.0;2.0;0.0
  1250000000.0  ;3.0;3.0;123.0;165.0;2.0;0.0
  1200000000.0  ;3.0;2.0;77.0;109.0;2.0;0.0
  1050000000.0  ;3.0;2.0;72.0;90.0;2.0;0.0
  1350000000.0  ;3.0;2.0;160.0;205.0;2.0;0.0
  700000000.0  ;3.0;2.0;78.0;46.0;1.0;2.0
  2200000000.0  ;3.0;2.0;154.0;154.0;1.0;1.0
  703000000.0  ;2.0;1.0;75.0;55.0;2.0;1.0
  1050000000.0  ;3.0;2.0;72.0;108.0;2.0;0.0
  1050000000.0  ;3.0;2.0;72.0;108.0;2.0;1.0
  950000000.0  ;3.0;2.0;66.0;87.0;2.0;0.0
  2190000000.0  ;3.0;3.0;136.0;150.0;2.0;0.0
  950000000.0  ;3.0;2.0;66.0;87.0;2.0;1.0
  999000000.0  ;3.0;2.0;75.0;99.0;1.0;1.0
  2100000000.0  ;3.0;3.0;104.0;120.0;1.0;0.0
  545000000.0  ;2.0;1.0;72.0;42.0;1.0;0.0
  725000000.0  ;3.0;2.0;80.0;121.0;1.0;1.0
  463000000.0  ;2.0;1.0;60.0;29.0;1.0;0.0
  575000000.0  ;4.0;2.0;98.0;165.0;2.0;0.0
  320000000.0  ;2.0;1.0;108.0;135.0;1.0;1.0
  468000000.0  ;2.0;1.0;72.0;45.0;1.0;1.0
  168000000.0  ;2.0;1.0;60.0;29.0;1.0;1.0
  875000000.0  ;3.0;1.0;90.0;75.0;1.0;0.0
  496000000.0  ;2.0;1.0;72.0;36.0;1.0;0.0
  779000000.0  ;3.0;2.0;53.0;63.0;2.0;0.0
  800000000.0  ;3.0;1.0;90.0;69.0;1.0;1.0
  800000000.0  ;3.0;1.0;90.0;69.0;1.0;1.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  1150000000.0  ;4.0;3.0;105.0;140.0;1.0;0.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  42000000.0  ;2.0;2.0;60.0;40.0;1.0;0.0
  1350000000.0  ;2.0;2.0;180.0;150.0;1.0;1.0
  2200000000.0  ;4.0;2.0;210.0;230.0;2.0;0.0
  2000000000.0  ;3.0;3.0;118.0;71.0;2.0;0.0
  625000000.0  ;2.0;1.0;75.0;48.0;1.0;0.0
  1000000000.0  ;4.0;2.0;150.0;196.0;2.0;1.0
  9000000000.0  ;36.0;36.0;939.0;500.0;1.0;0.0
  1600000000.0  ;2.0;2.0;119.0;100.0;2.0;1.0
  680000000.0  ;2.0;1.0;72.0;36.0;1.0;1.0
  490000000.0  ;2.0;1.0;72.0;45.0;1.0;0.0
  665000000.0  ;3.0;1.0;97.0;54.0;1.0;0.0
  445000000.0  ;2.0;1.0;97.0;54.0;1.0;0.0
  570000000.0  ;2.0;1.0;97.0;54.0;1.0;1.0
  1050000000.0  ;2.0;1.0;119.0;84.0;1.0;0.0
  1500000000.0  ;2.0;1.0;250.0;180.0;1.0;1.0
  665000000.0  ;3.0;1.0;97.0;54.0;1.0;0.0
  665000000.0  ;3.0;1.0;97.0;54.0;1.0;0.0
  950000000.0  ;3.0;2.0;66.0;87.0;2.0;0.0
  650000000.0  ;2.0;1.0;72.0;60.0;1.0;1.0
  975000000.0  ;3.0;1.0;120.0;60.0;1.0;0.0
  799000000.0  ;2.0;1.0;97.0;70.0;1.0;1.0
  3700000000.0  ;3.0;4.0;216.0;300.0;3.0;2.0
  950000000.0  ;3.0;2.0;66.0;87.0;2.0;0.0
  350000000.0  ;2.0;1.0;60.0;36.0;1.0;0.0
  524000000.0  ;2.0;1.0;40.0;66.0;1.0;0.0
  325000000.0  ;2.0;1.0;60.0;45.0;1.0;1.0
  325000000.0  ;2.0;1.0;60.0;45.0;1.0;1.0
  335000000.0  ;3.0;1.0;60.0;45.0;1.0;1.0
  310000000.0  ;2.0;1.0;60.0;45.0;1.0;1.0
  1500000000.0  ;3.0;2.0;120.0;88.0;1.0;0.0
  1500000000.0  ;3.0;2.0;120.0;88.0;1.0;0.0
  6640000000.0  ;2.0;1.0;72.0;39.0;1.0;0.0
  327000000.0  ;2.0;1.0;36.0;61.0;1.0;0.0
  332000000.0  ;2.0;1.0;36.0;61.0;1.0;2.0
  395000000.0  ;2.0;1.0;60.0;40.0;1.0;0.0
  168000000.0  ;2.0;1.0;60.0;29.0;1.0;0.0
  480000000.0  ;2.0;1.0;72.0;72.0;1.0;0.0
  395000000.0  ;2.0;1.0;60.0;40.0;1.0;0.0
  360000000.0  ;2.0;1.0;62.0;62.0;1.0;1.0
  350000000.0  ;2.0;1.0;72.0;45.0;1.0;1.0
  370000000.0  ;3.0;2.0;60.0;75.0;1.0;0.0
  320000000.0  ;2.0;1.0;60.0;45.0;1.0;0.0
  853000000.0  ;2.0;1.0;55.0;60.0;2.0;0.0
  550000000.0  ;2.0;1.0;60.0;36.0;1.0;0.0
  2200000000.0  ;4.0;4.0;162.0;230.0;2.0;0.0
  1950000000.0  ;4.0;2.0;220.0;200.0;2.0;1.0
  1960000000.0  ;3.0;2.0;90.0;85.0;2.0;0.0
  1150000000.0  ;4.0;2.0;90.0;150.0;2.0;0.0
  1800000000.0  ;2.0;3.0;120.0;84.0;1.0;0.0
  1400000000.0  ;3.0;2.0;130.0;150.0;1.0;1.0
  1400000000.0  ;3.0;2.0;130.0;150.0;1.0;1.0
  1250000000.0  ;3.0;2.0;90.0;81.0;1.0;0.0
  3250000000.0  ;5.0;3.0;255.0;280.0;2.0;0.0
  6750000000.0  ;5.0;4.0;337.0;550.0;2.0;0.0
  5000000000.0  ;5.0;5.0;343.0;400.0;2.0;0.0
  850000000.0  ;2.0;1.0;90.0;110.0;2.0;0.0
  1850000000.0  ;3.0;2.0;215.0;135.0;1.0;0.0
  1080000000.0  ;2.0;2.0;105.0;90.0;2.0;1.0
  1200000000.0  ;3.0;2.0;165.0;90.0;1.0;1.0
  390000000.0  ;2.0;1.0;73.0;36.0;1.0;1.0
  2750000000.0  ;6.0;4.0;225.0;211.0;2.0;1.0
  2750000000.0  ;4.0;4.0;160.0;128.0;2.0;0.0
  590000000.0  ;3.0;2.0;153.0;150.0;1.0;1.0
  990000000.0  ;3.0;2.0;220.0;123.0;1.0;0.0
  2000000000.0  ;2.0;1.0;216.0;96.0;1.0;1.0
  635000000.0  ;2.0;1.0;55.0;86.0;1.0;0.0
  475000000.0  ;2.0;1.0;78.0;41.0;1.0;1.0
  525000000.0  ;3.0;2.0;60.0;80.0;1.0;0.0
  525000000.0  ;3.0;2.0;60.0;80.0;1.0;0.0
  1100000000.0  ;3.0;2.0;65.0;90.0;2.0;0.0
  2000000000.0  ;2.0;1.0;216.0;100.0;1.0;1.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  920000000.0  ;4.0;3.0;113.0;85.0;2.0;0.0
  774000000.0  ;3.0;2.0;70.0;70.0;2.0;0.0
  1700000000.0  ;3.0;2.0;125.0;160.0;2.0;0.0
  2800000000.0  ;4.0;4.0;209.0;300.0;2.0;1.0
  2800000000.0  ;6.0;5.0;209.0;300.0;2.0;1.0
  6000000000.0  ;6.0;4.0;500.0;450.0;3.0;0.0
  1700000000.0  ;3.0;2.0;102.0;150.0;2.0;1.0
  2800000000.0  ;6.0;5.0;209.0;300.0;2.0;2.0
  1250000000.0  ;2.0;2.0;98.0;80.0;1.0;1.0
  2850000000.0  ;3.0;3.0;181.0;180.0;2.0;0.0
  1800000000.0  ;3.0;3.0;90.0;135.0;2.0;0.0
  1000000000.0  ;2.0;2.0;90.0;70.0;2.0;0.0
  800000000.0  ;2.0;1.0;90.0;54.0;1.0;1.0
  895000000.0  ;3.0;1.0;120.0;120.0;1.0;0.0
  450000000.0  ;1.0;1.0;60.0;60.0;1.0;0.0
